Time,PmuID,PmuCoordinates,DataSize,GNB_Target,Path,HopSum,Status
35.6667,17,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0000s, 242.7m) -> TELCO (0.0405s, 707.1m) -> TSO (0.0658s, 1415.6m)",0.1063,OK
35.6667,18,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0126s, 200.4m) -> TELCO (0.0404s, 707.1m) -> TSO (0.0875s, 1415.6m)",0.1405,OK
35.6667,19,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0071s, 468.4m) -> TELCO (0.0353s, 500.0m) -> TSO (0.0802s, 1415.6m)",0.1226,OK
35.6667,0,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0095s, 275.0m) -> TELCO (0.0431s, 707.1m) -> TSO (0.0824s, 1415.6m)",0.1349,OK
35.6667,1,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0000s, 246.7m) -> TELCO (0.0423s, 707.1m) -> TSO (0.0635s, 1415.6m)",0.1058,OK
35.6667,2,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0117s, 541.6m) -> TELCO (0.0405s, 707.1m) -> TSO (0.0723s, 1415.6m)",0.1245,OK
35.6667,3,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0100s, 407.4m) -> TELCO (0.0397s, 707.1m) -> TSO (0.0819s, 1415.6m)",0.1316,OK
35.6667,4,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0112s, 564.2m) -> TELCO (0.0338s, 707.1m) -> TSO (0.0646s, 1415.6m)",0.1096,OK
35.6667,5,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0127s, 155.0m) -> TELCO (0.0357s, 707.1m) -> TSO (0.0862s, 1415.6m)",0.1345,OK
35.6667,6,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0119s, 143.3m) -> TELCO (0.0418s, 707.1m) -> TSO (0.0673s, 1415.6m)",0.1210,OK
35.6667,7,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0081s, 156.7m) -> TELCO (0.0341s, 707.1m) -> TSO (0.0809s, 1415.6m)",0.1231,OK
35.6667,8,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0089s, 295.0m) -> TELCO (0.0436s, 707.1m) -> TSO (0.0865s, 1415.6m)",0.1389,OK
35.6667,9,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0176s, 499.3m) -> TELCO (0.0400s, 707.1m) -> TSO (0.0760s, 1415.6m)",0.1336,OK
35.6667,10,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0000s, 140.8m) -> TELCO (0.0367s, 707.1m) -> TSO (0.0655s, 1415.6m)",0.1022,OK
35.6667,11,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0080s, 229.3m) -> TELCO (0.0354s, 707.1m) -> TSO (0.0754s, 1415.6m)",0.1188,OK
35.6667,12,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0129s, 469.1m) -> TELCO (0.0357s, 707.1m) -> TSO (0.0717s, 1415.6m)",0.1203,OK
35.6667,13,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0046s, 527.8m) -> TELCO (0.0404s, 500.0m) -> TSO (0.0840s, 1415.6m)",0.1290,OK
35.6667,14,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0166s, 498.4m) -> TELCO (0.0396s, 707.1m) -> TSO (0.0771s, 1415.6m)",0.1333,OK
35.6667,15,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0145s, 492.2m) -> TELCO (0.0367s, 500.0m) -> TSO (0.0790s, 1415.6m)",0.1302,OK
35.6667,16,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0167s, 302.6m) -> TELCO (0.0403s, 500.0m) -> TSO (0.0744s, 1415.6m)",0.1314,OK
35.6667,17,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0000s, 202.0m) -> TELCO (0.0366s, 500.0m) -> TSO (0.0731s, 1415.6m)",0.1097,OK
35.6667,18,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0093s, 466.0m) -> TELCO (0.0380s, 707.1m) -> TSO (0.0824s, 1415.6m)",0.1298,OK
35.6667,19,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0065s, 471.3m) -> TELCO (0.0371s, 707.1m) -> TSO (0.0741s, 1415.6m)",0.1177,OK
35.6667,0,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0086s, 164.8m) -> TELCO (0.0378s, 500.0m) -> TSO (0.0736s, 1415.6m)",0.1200,OK
36.0000,1,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0081s, 165.6m) -> TELCO (0.0369s, 500.0m) -> TSO (0.0670s, 1415.6m)",0.1120,OK
36.0000,2,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0123s, 202.9m) -> TELCO (0.0460s, 500.0m) -> TSO (0.0719s, 1415.6m)",0.1302,OK
36.0000,3,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0137s, 506.0m) -> TELCO (0.0455s, 707.1m) -> TSO (0.0797s, 1415.6m)",0.1389,OK
36.0000,4,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0054s, 240.8m) -> TELCO (0.0372s, 707.1m) -> TSO (0.0705s, 1415.6m)",0.1131,OK
36.0000,5,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0141s, 483.4m) -> TELCO (0.0386s, 707.1m) -> TSO (0.0698s, 1415.6m)",0.1225,OK
36.0000,6,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0048s, 209.0m) -> TELCO (0.0376s, 707.1m) -> TSO (0.0713s, 1415.6m)",0.1137,OK
36.0000,7,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0057s, 242.7m) -> TELCO (0.0389s, 707.1m) -> TSO (0.0801s, 1415.6m)",0.1247,OK
36.0000,8,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0108s, 200.4m) -> TELCO (0.0389s, 707.1m) -> TSO (0.0696s, 1415.6m)",0.1193,OK
36.0000,9,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0020s, 468.4m) -> TELCO (0.0346s, 500.0m) -> TSO (0.0785s, 1415.6m)",0.1150,OK
36.0000,10,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0083s, 275.0m) -> TELCO (0.0421s, 707.1m) -> TSO (0.0814s, 1415.6m)",0.1318,OK
36.0000,11,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0093s, 246.7m) -> TELCO (0.0411s, 707.1m) -> TSO (0.0697s, 1415.6m)",0.1202,OK
36.0000,12,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0117s, 541.6m) -> TELCO (0.0368s, 707.1m) -> TSO (0.0750s, 1415.6m)",0.1235,OK
36.0000,13,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0027s, 407.4m) -> TELCO (0.0348s, 707.1m) -> TSO (0.0897s, 1415.6m)",0.1272,OK
36.0000,14,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0110s, 564.2m) -> TELCO (0.0367s, 707.1m) -> TSO (0.0711s, 1415.6m)",0.1188,OK
36.0000,15,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0194s, 155.0m) -> TELCO (0.0376s, 707.1m) -> TSO (0.0894s, 1415.6m)",0.1464,OK
36.0000,16,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0155s, 143.3m) -> TELCO (0.0402s, 707.1m) -> TSO (0.0702s, 1415.6m)",0.1259,OK
36.0000,17,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0204s, 156.7m) -> TELCO (0.0438s, 707.1m) -> TSO (0.0681s, 1415.6m)",0.1323,OK
36.0000,18,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0204s, 295.0m) -> TELCO (0.0374s, 707.1m) -> TSO (0.0596s, 1415.6m)",0.1174,OK
36.0000,19,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0057s, 499.3m) -> TELCO (0.0393s, 707.1m) -> TSO (0.0723s, 1415.6m)",0.1173,OK
36.0000,0,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0090s, 140.8m) -> TELCO (0.0318s, 707.1m) -> TSO (0.0706s, 1415.6m)",0.1114,OK
36.0000,1,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0014s, 229.3m) -> TELCO (0.0354s, 707.1m) -> TSO (0.0751s, 1415.6m)",0.1119,OK
36.0000,2,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0149s, 469.1m) -> TELCO (0.0385s, 707.1m) -> TSO (0.0761s, 1415.6m)",0.1295,OK
36.0000,3,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0094s, 527.8m) -> TELCO (0.0369s, 500.0m) -> TSO (0.0925s, 1415.6m)",0.1388,OK
36.0000,4,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0123s, 498.4m) -> TELCO (0.0392s, 707.1m) -> TSO (0.0716s, 1415.6m)",0.1232,OK
36.0000,5,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0049s, 492.2m) -> TELCO (0.0400s, 500.0m) -> TSO (0.0688s, 1415.6m)",0.1137,OK
36.0000,6,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0068s, 302.6m) -> TELCO (0.0382s, 500.0m) -> TSO (0.0705s, 1415.6m)",0.1155,OK
36.0000,7,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0072s, 202.0m) -> TELCO (0.0338s, 500.0m) -> TSO (0.0846s, 1415.6m)",0.1257,OK
36.0000,8,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0081s, 466.0m) -> TELCO (0.0391s, 707.1m) -> TSO (0.0743s, 1415.6m)",0.1215,OK
36.0000,9,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0167s, 471.3m) -> TELCO (0.0404s, 707.1m) -> TSO (0.0839s, 1415.6m)",0.1410,OK
36.0000,10,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0073s, 164.8m) -> TELCO (0.0327s, 500.0m) -> TSO (0.0719s, 1415.6m)",0.1119,OK
36.0000,19,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0090s, 140.8m) -> TELCO (0.0318s, 707.1m) -> TSO (0.0706s, 1415.6m)",0.1114,OK
36.0000,29,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0073s, 164.8m) -> TELCO (0.0327s, 500.0m) -> TSO (0.0719s, 1415.6m)",0.1119,OK
36.0000,20,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0014s, 229.3m) -> TELCO (0.0354s, 707.1m) -> TSO (0.0751s, 1415.6m)",0.1119,OK
36.0000,0,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0081s, 165.6m) -> TELCO (0.0369s, 500.0m) -> TSO (0.0670s, 1415.6m)",0.1120,OK
36.0000,3,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0054s, 240.8m) -> TELCO (0.0372s, 707.1m) -> TSO (0.0705s, 1415.6m)",0.1131,OK
36.0000,5,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0048s, 209.0m) -> TELCO (0.0376s, 707.1m) -> TSO (0.0713s, 1415.6m)",0.1137,OK
36.0000,24,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0049s, 492.2m) -> TELCO (0.0400s, 500.0m) -> TSO (0.0688s, 1415.6m)",0.1137,OK
36.0000,8,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0020s, 468.4m) -> TELCO (0.0346s, 500.0m) -> TSO (0.0785s, 1415.6m)",0.1150,OK
36.0000,25,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0068s, 302.6m) -> TELCO (0.0382s, 500.0m) -> TSO (0.0705s, 1415.6m)",0.1155,OK
36.0000,18,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0057s, 499.3m) -> TELCO (0.0393s, 707.1m) -> TSO (0.0723s, 1415.6m)",0.1173,OK
36.0000,17,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0204s, 295.0m) -> TELCO (0.0374s, 707.1m) -> TSO (0.0596s, 1415.6m)",0.1174,OK
36.0000,13,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0110s, 564.2m) -> TELCO (0.0367s, 707.1m) -> TSO (0.0711s, 1415.6m)",0.1188,OK
36.0000,7,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0108s, 200.4m) -> TELCO (0.0389s, 707.1m) -> TSO (0.0696s, 1415.6m)",0.1193,OK
36.0000,10,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0093s, 246.7m) -> TELCO (0.0411s, 707.1m) -> TSO (0.0697s, 1415.6m)",0.1202,OK
36.0000,27,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0081s, 466.0m) -> TELCO (0.0391s, 707.1m) -> TSO (0.0743s, 1415.6m)",0.1215,OK
36.0000,4,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0141s, 483.4m) -> TELCO (0.0386s, 707.1m) -> TSO (0.0698s, 1415.6m)",0.1225,OK
36.0000,23,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0123s, 498.4m) -> TELCO (0.0392s, 707.1m) -> TSO (0.0716s, 1415.6m)",0.1232,OK
36.0000,11,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0117s, 541.6m) -> TELCO (0.0368s, 707.1m) -> TSO (0.0750s, 1415.6m)",0.1235,OK
36.0000,6,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0057s, 242.7m) -> TELCO (0.0389s, 707.1m) -> TSO (0.0801s, 1415.6m)",0.1247,OK
36.0000,26,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0072s, 202.0m) -> TELCO (0.0338s, 500.0m) -> TSO (0.0846s, 1415.6m)",0.1257,OK
36.0000,15,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0155s, 143.3m) -> TELCO (0.0402s, 707.1m) -> TSO (0.0702s, 1415.6m)",0.1259,OK
36.0000,12,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0027s, 407.4m) -> TELCO (0.0348s, 707.1m) -> TSO (0.0897s, 1415.6m)",0.1272,DEADLINE_MISSED
36.0000,21,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0149s, 469.1m) -> TELCO (0.0385s, 707.1m) -> TSO (0.0761s, 1415.6m)",0.1295,DEADLINE_MISSED
36.0000,1,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0123s, 202.9m) -> TELCO (0.0460s, 500.0m) -> TSO (0.0719s, 1415.6m)",0.1302,DEADLINE_MISSED
36.0000,9,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0083s, 275.0m) -> TELCO (0.0421s, 707.1m) -> TSO (0.0814s, 1415.6m)",0.1318,DEADLINE_MISSED
36.0000,16,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0204s, 156.7m) -> TELCO (0.0438s, 707.1m) -> TSO (0.0681s, 1415.6m)",0.1323,DEADLINE_MISSED
36.0000,22,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0094s, 527.8m) -> TELCO (0.0369s, 500.0m) -> TSO (0.0925s, 1415.6m)",0.1388,DEADLINE_MISSED
36.0000,2,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0137s, 506.0m) -> TELCO (0.0455s, 707.1m) -> TSO (0.0797s, 1415.6m)",0.1389,DEADLINE_MISSED
36.0000,28,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0167s, 471.3m) -> TELCO (0.0404s, 707.1m) -> TSO (0.0839s, 1415.6m)",0.1410,DEADLINE_MISSED
36.0000,14,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0194s, 155.0m) -> TELCO (0.0376s, 707.1m) -> TSO (0.0894s, 1415.6m)",0.1464,DEADLINE_MISSED
36.3333,11,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0087s, 165.6m) -> TELCO (0.0376s, 500.0m) -> TSO (0.0754s, 1415.6m)",0.1217,OK
36.3333,12,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0091s, 202.9m) -> TELCO (0.0397s, 500.0m) -> TSO (0.0666s, 1415.6m)",0.1155,OK
36.3333,13,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0114s, 506.0m) -> TELCO (0.0376s, 707.1m) -> TSO (0.0769s, 1415.6m)",0.1259,OK
36.3333,14,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0085s, 240.8m) -> TELCO (0.0395s, 707.1m) -> TSO (0.0829s, 1415.6m)",0.1309,OK
36.3333,15,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0130s, 483.4m) -> TELCO (0.0387s, 707.1m) -> TSO (0.0839s, 1415.6m)",0.1356,OK
36.3333,16,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0124s, 209.0m) -> TELCO (0.0365s, 707.1m) -> TSO (0.0824s, 1415.6m)",0.1313,OK
36.3333,17,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0084s, 242.7m) -> TELCO (0.0408s, 707.1m) -> TSO (0.0633s, 1415.6m)",0.1125,OK
36.3333,18,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0019s, 200.4m) -> TELCO (0.0365s, 707.1m) -> TSO (0.0733s, 1415.6m)",0.1118,OK
36.3333,19,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0076s, 468.4m) -> TELCO (0.0361s, 500.0m) -> TSO (0.0853s, 1415.6m)",0.1290,OK
36.3333,0,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0090s, 275.0m) -> TELCO (0.0380s, 707.1m) -> TSO (0.0630s, 1415.6m)",0.1100,OK
36.3333,1,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0048s, 246.7m) -> TELCO (0.0353s, 707.1m) -> TSO (0.0861s, 1415.6m)",0.1262,OK
36.3333,2,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0081s, 541.6m) -> TELCO (0.0401s, 707.1m) -> TSO (0.0831s, 1415.6m)",0.1313,OK
36.3333,3,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0060s, 407.4m) -> TELCO (0.0372s, 707.1m) -> TSO (0.0642s, 1415.6m)",0.1074,OK
36.3333,4,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0047s, 564.2m) -> TELCO (0.0377s, 707.1m) -> TSO (0.0613s, 1415.6m)",0.1037,OK
36.3333,5,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0092s, 155.0m) -> TELCO (0.0357s, 707.1m) -> TSO (0.0723s, 1415.6m)",0.1172,OK
36.3333,6,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0103s, 143.3m) -> TELCO (0.0423s, 707.1m) -> TSO (0.0647s, 1415.6m)",0.1173,OK
36.3333,7,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0028s, 156.7m) -> TELCO (0.0426s, 707.1m) -> TSO (0.0747s, 1415.6m)",0.1201,OK
36.3333,8,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0058s, 295.0m) -> TELCO (0.0392s, 707.1m) -> TSO (0.0722s, 1415.6m)",0.1172,OK
36.3333,9,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0163s, 499.3m) -> TELCO (0.0344s, 707.1m) -> TSO (0.0712s, 1415.6m)",0.1219,OK
36.3333,10,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0074s, 140.8m) -> TELCO (0.0372s, 707.1m) -> TSO (0.0688s, 1415.6m)",0.1135,OK
36.3333,11,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0090s, 229.3m) -> TELCO (0.0403s, 707.1m) -> TSO (0.0862s, 1415.6m)",0.1355,OK
36.3333,12,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0133s, 469.1m) -> TELCO (0.0411s, 707.1m) -> TSO (0.0850s, 1415.6m)",0.1394,OK
36.3333,13,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0093s, 527.8m) -> TELCO (0.0394s, 500.0m) -> TSO (0.0797s, 1415.6m)",0.1284,OK
36.3333,14,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0162s, 498.4m) -> TELCO (0.0419s, 707.1m) -> TSO (0.0734s, 1415.6m)",0.1314,OK
36.3333,15,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0089s, 492.2m) -> TELCO (0.0407s, 500.0m) -> TSO (0.0676s, 1415.6m)",0.1172,OK
36.3333,16,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0032s, 302.6m) -> TELCO (0.0378s, 500.0m) -> TSO (0.0726s, 1415.6m)",0.1135,OK
36.3333,17,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0055s, 202.0m) -> TELCO (0.0336s, 500.0m) -> TSO (0.0771s, 1415.6m)",0.1162,OK
36.3333,18,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0000s, 466.0m) -> TELCO (0.0361s, 707.1m) -> TSO (0.0800s, 1415.6m)",0.1161,OK
36.3333,19,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0127s, 471.3m) -> TELCO (0.0399s, 707.1m) -> TSO (0.0642s, 1415.6m)",0.1168,OK
36.3333,0,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0143s, 164.8m) -> TELCO (0.0399s, 500.0m) -> TSO (0.0842s, 1415.6m)",0.1384,OK
36.6667,1,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0124s, 165.6m) -> TELCO (0.0346s, 500.0m) -> TSO (0.0652s, 1415.6m)",0.1123,OK
36.6667,2,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0065s, 202.9m) -> TELCO (0.0372s, 500.0m) -> TSO (0.0866s, 1415.6m)",0.1304,OK
36.6667,3,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0139s, 506.0m) -> TELCO (0.0349s, 707.1m) -> TSO (0.0913s, 1415.6m)",0.1400,OK
36.6667,4,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0081s, 240.8m) -> TELCO (0.0397s, 707.1m) -> TSO (0.0800s, 1415.6m)",0.1278,OK
36.6667,5,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0075s, 483.4m) -> TELCO (0.0383s, 707.1m) -> TSO (0.0656s, 1415.6m)",0.1114,OK
36.6667,6,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0168s, 209.0m) -> TELCO (0.0324s, 707.1m) -> TSO (0.0744s, 1415.6m)",0.1237,OK
36.6667,7,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0089s, 242.7m) -> TELCO (0.0373s, 707.1m) -> TSO (0.0735s, 1415.6m)",0.1197,OK
36.6667,8,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0065s, 200.4m) -> TELCO (0.0389s, 707.1m) -> TSO (0.0779s, 1415.6m)",0.1233,OK
36.6667,9,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0092s, 468.4m) -> TELCO (0.0367s, 500.0m) -> TSO (0.0745s, 1415.6m)",0.1204,OK
36.6667,10,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0074s, 275.0m) -> TELCO (0.0371s, 707.1m) -> TSO (0.0695s, 1415.6m)",0.1140,OK
36.6667,11,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0153s, 246.7m) -> TELCO (0.0399s, 707.1m) -> TSO (0.0678s, 1415.6m)",0.1229,OK
36.6667,12,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0064s, 541.6m) -> TELCO (0.0398s, 707.1m) -> TSO (0.0819s, 1415.6m)",0.1282,OK
36.6667,13,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0113s, 407.4m) -> TELCO (0.0407s, 707.1m) -> TSO (0.0812s, 1415.6m)",0.1332,OK
36.6667,14,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0147s, 564.2m) -> TELCO (0.0328s, 707.1m) -> TSO (0.0653s, 1415.6m)",0.1128,OK
36.6667,15,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0133s, 155.0m) -> TELCO (0.0370s, 707.1m) -> TSO (0.0657s, 1415.6m)",0.1159,OK
36.6667,16,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0019s, 143.3m) -> TELCO (0.0388s, 707.1m) -> TSO (0.0876s, 1415.6m)",0.1282,OK
36.6667,17,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0089s, 156.7m) -> TELCO (0.0437s, 707.1m) -> TSO (0.0850s, 1415.6m)",0.1376,OK
36.6667,18,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0142s, 295.0m) -> TELCO (0.0402s, 707.1m) -> TSO (0.0778s, 1415.6m)",0.1322,OK
36.6667,19,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0178s, 499.3m) -> TELCO (0.0393s, 707.1m) -> TSO (0.0676s, 1415.6m)",0.1247,OK
36.6667,0,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0071s, 140.8m) -> TELCO (0.0397s, 707.1m) -> TSO (0.0728s, 1415.6m)",0.1195,OK
36.6667,1,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0123s, 229.3m) -> TELCO (0.0412s, 707.1m) -> TSO (0.0887s, 1415.6m)",0.1423,OK
36.6667,2,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0017s, 469.1m) -> TELCO (0.0389s, 707.1m) -> TSO (0.0734s, 1415.6m)",0.1140,OK
36.6667,3,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0169s, 527.8m) -> TELCO (0.0374s, 500.0m) -> TSO (0.0779s, 1415.6m)",0.1322,OK
