Time,PmuID,PmuCoordinates,DataSize,GNB_Target,Path,HopSum,Status
45.3333,18,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0024s, 295.0m) -> TELCO (0.0327s, 707.1m) -> TSO (0.0763s, 1415.6m)",0.1115,OK
45.3333,19,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0053s, 499.3m) -> TELCO (0.0380s, 707.1m) -> TSO (0.0679s, 1415.6m)",0.1112,OK
45.3333,0,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0046s, 140.8m) -> TELCO (0.0413s, 707.1m) -> TSO (0.0659s, 1415.6m)",0.1118,OK
45.3333,1,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0087s, 229.3m) -> TELCO (0.0335s, 707.1m) -> TSO (0.0707s, 1415.6m)",0.1129,OK
45.3333,2,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0038s, 469.1m) -> TELCO (0.0351s, 707.1m) -> TSO (0.0794s, 1415.6m)",0.1183,OK
45.3333,3,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0121s, 527.8m) -> TELCO (0.0358s, 500.0m) -> TSO (0.0604s, 1415.6m)",0.1083,OK
45.3333,4,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0118s, 498.4m) -> TELCO (0.0307s, 707.1m) -> TSO (0.0908s, 1415.6m)",0.1332,OK
45.3333,5,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0001s, 492.2m) -> TELCO (0.0355s, 500.0m) -> TSO (0.0754s, 1415.6m)",0.1109,OK
45.3333,6,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0088s, 302.6m) -> TELCO (0.0301s, 500.0m) -> TSO (0.0827s, 1415.6m)",0.1215,OK
45.3333,7,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0117s, 202.0m) -> TELCO (0.0413s, 500.0m) -> TSO (0.0770s, 1415.6m)",0.1300,OK
45.3333,8,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0097s, 466.0m) -> TELCO (0.0367s, 707.1m) -> TSO (0.0762s, 1415.6m)",0.1225,OK
45.3333,9,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0033s, 471.3m) -> TELCO (0.0370s, 707.1m) -> TSO (0.0827s, 1415.6m)",0.1231,OK
45.3333,10,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0081s, 164.8m) -> TELCO (0.0449s, 500.0m) -> TSO (0.0658s, 1415.6m)",0.1188,OK
45.6667,11,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0052s, 165.6m) -> TELCO (0.0305s, 500.0m) -> TSO (0.0768s, 1415.6m)",0.1125,OK
45.6667,12,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0048s, 202.9m) -> TELCO (0.0344s, 500.0m) -> TSO (0.0805s, 1415.6m)",0.1197,OK
45.6667,13,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0115s, 506.0m) -> TELCO (0.0342s, 707.1m) -> TSO (0.0813s, 1415.6m)",0.1270,OK
45.6667,14,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0124s, 240.8m) -> TELCO (0.0365s, 707.1m) -> TSO (0.0794s, 1415.6m)",0.1283,OK
45.6667,15,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0067s, 483.4m) -> TELCO (0.0413s, 707.1m) -> TSO (0.0823s, 1415.6m)",0.1303,OK
45.6667,16,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0063s, 209.0m) -> TELCO (0.0371s, 707.1m) -> TSO (0.0776s, 1415.6m)",0.1210,OK
45.6667,17,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0093s, 242.7m) -> TELCO (0.0349s, 707.1m) -> TSO (0.0816s, 1415.6m)",0.1258,OK
45.6667,18,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0051s, 200.4m) -> TELCO (0.0418s, 707.1m) -> TSO (0.0941s, 1415.6m)",0.1410,OK
45.6667,19,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0105s, 468.4m) -> TELCO (0.0392s, 500.0m) -> TSO (0.0761s, 1415.6m)",0.1257,OK
45.6667,0,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0115s, 275.0m) -> TELCO (0.0386s, 707.1m) -> TSO (0.0849s, 1415.6m)",0.1350,OK
45.6667,1,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0113s, 246.7m) -> TELCO (0.0387s, 707.1m) -> TSO (0.0624s, 1415.6m)",0.1124,OK
45.6667,2,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0164s, 541.6m) -> TELCO (0.0406s, 707.1m) -> TSO (0.0842s, 1415.6m)",0.1412,OK
45.6667,3,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0019s, 407.4m) -> TELCO (0.0378s, 707.1m) -> TSO (0.0710s, 1415.6m)",0.1106,OK
45.6667,4,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0127s, 564.2m) -> TELCO (0.0378s, 707.1m) -> TSO (0.0853s, 1415.6m)",0.1358,OK
45.6667,5,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0132s, 155.0m) -> TELCO (0.0404s, 707.1m) -> TSO (0.0842s, 1415.6m)",0.1379,OK
45.6667,6,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0145s, 143.3m) -> TELCO (0.0410s, 707.1m) -> TSO (0.0747s, 1415.6m)",0.1301,OK
45.6667,7,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0122s, 156.7m) -> TELCO (0.0382s, 707.1m) -> TSO (0.0827s, 1415.6m)",0.1331,OK
45.6667,8,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0000s, 295.0m) -> TELCO (0.0416s, 707.1m) -> TSO (0.0789s, 1415.6m)",0.1205,OK
45.6667,9,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0039s, 499.3m) -> TELCO (0.0352s, 707.1m) -> TSO (0.0670s, 1415.6m)",0.1062,OK
45.6667,10,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0000s, 140.8m) -> TELCO (0.0359s, 707.1m) -> TSO (0.0725s, 1415.6m)",0.1084,OK
45.6667,11,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0098s, 229.3m) -> TELCO (0.0420s, 707.1m) -> TSO (0.0691s, 1415.6m)",0.1208,OK
45.6667,12,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0226s, 469.1m) -> TELCO (0.0389s, 707.1m) -> TSO (0.0986s, 1415.6m)",0.1601,OK
45.6667,13,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0167s, 527.8m) -> TELCO (0.0368s, 500.0m) -> TSO (0.0736s, 1415.6m)",0.1271,OK
45.6667,14,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0120s, 498.4m) -> TELCO (0.0319s, 707.1m) -> TSO (0.0583s, 1415.6m)",0.1022,OK
45.6667,15,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0200s, 492.2m) -> TELCO (0.0357s, 500.0m) -> TSO (0.0609s, 1415.6m)",0.1166,OK
45.6667,16,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0126s, 302.6m) -> TELCO (0.0340s, 500.0m) -> TSO (0.0672s, 1415.6m)",0.1138,OK
45.6667,17,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0000s, 202.0m) -> TELCO (0.0371s, 500.0m) -> TSO (0.0751s, 1415.6m)",0.1122,OK
45.6667,18,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0103s, 466.0m) -> TELCO (0.0364s, 707.1m) -> TSO (0.0740s, 1415.6m)",0.1206,OK
45.6667,19,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0107s, 471.3m) -> TELCO (0.0398s, 707.1m) -> TSO (0.0706s, 1415.6m)",0.1210,OK
45.6667,0,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0145s, 164.8m) -> TELCO (0.0414s, 500.0m) -> TSO (0.0945s, 1415.6m)",0.1503,OK
46.0000,1,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0154s, 165.6m) -> TELCO (0.0422s, 500.0m) -> TSO (0.0749s, 1415.6m)",0.1324,OK
46.0000,2,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0229s, 202.9m) -> TELCO (0.0405s, 500.0m) -> TSO (0.0664s, 1415.6m)",0.1298,OK
46.0000,3,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0119s, 506.0m) -> TELCO (0.0436s, 707.1m) -> TSO (0.0740s, 1415.6m)",0.1294,OK
46.0000,4,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0171s, 240.8m) -> TELCO (0.0394s, 707.1m) -> TSO (0.0815s, 1415.6m)",0.1379,OK
46.0000,5,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0119s, 483.4m) -> TELCO (0.0397s, 707.1m) -> TSO (0.0638s, 1415.6m)",0.1154,OK
46.0000,6,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0051s, 209.0m) -> TELCO (0.0384s, 707.1m) -> TSO (0.0739s, 1415.6m)",0.1173,OK
46.0000,7,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0047s, 242.7m) -> TELCO (0.0383s, 707.1m) -> TSO (0.0784s, 1415.6m)",0.1213,OK
46.0000,8,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0117s, 200.4m) -> TELCO (0.0381s, 707.1m) -> TSO (0.0837s, 1415.6m)",0.1335,OK
46.0000,9,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0089s, 468.4m) -> TELCO (0.0382s, 500.0m) -> TSO (0.0711s, 1415.6m)",0.1183,OK
46.0000,10,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0059s, 275.0m) -> TELCO (0.0394s, 707.1m) -> TSO (0.0694s, 1415.6m)",0.1147,OK
46.0000,11,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0064s, 246.7m) -> TELCO (0.0384s, 707.1m) -> TSO (0.0781s, 1415.6m)",0.1229,OK
46.0000,12,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0170s, 541.6m) -> TELCO (0.0348s, 707.1m) -> TSO (0.0736s, 1415.6m)",0.1254,OK
46.0000,13,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0141s, 407.4m) -> TELCO (0.0391s, 707.1m) -> TSO (0.0709s, 1415.6m)",0.1240,OK
46.0000,14,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0201s, 564.2m) -> TELCO (0.0380s, 707.1m) -> TSO (0.0664s, 1415.6m)",0.1245,OK
46.0000,15,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0134s, 155.0m) -> TELCO (0.0388s, 707.1m) -> TSO (0.0691s, 1415.6m)",0.1213,OK
46.0000,16,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0022s, 143.3m) -> TELCO (0.0349s, 707.1m) -> TSO (0.0786s, 1415.6m)",0.1158,OK
46.0000,17,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0134s, 156.7m) -> TELCO (0.0413s, 707.1m) -> TSO (0.0795s, 1415.6m)",0.1341,OK
46.0000,18,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0058s, 295.0m) -> TELCO (0.0416s, 707.1m) -> TSO (0.0781s, 1415.6m)",0.1255,OK
46.0000,19,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0144s, 499.3m) -> TELCO (0.0381s, 707.1m) -> TSO (0.0869s, 1415.6m)",0.1394,OK
46.0000,0,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0024s, 140.8m) -> TELCO (0.0379s, 707.1m) -> TSO (0.0739s, 1415.6m)",0.1142,OK
46.0000,1,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0101s, 229.3m) -> TELCO (0.0339s, 707.1m) -> TSO (0.0767s, 1415.6m)",0.1207,OK
46.0000,2,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0000s, 469.1m) -> TELCO (0.0380s, 707.1m) -> TSO (0.0648s, 1415.6m)",0.1028,OK
46.0000,3,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0058s, 527.8m) -> TELCO (0.0401s, 500.0m) -> TSO (0.0869s, 1415.6m)",0.1328,OK
46.0000,4,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0072s, 498.4m) -> TELCO (0.0358s, 707.1m) -> TSO (0.0645s, 1415.6m)",0.1074,OK
46.0000,5,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0061s, 492.2m) -> TELCO (0.0351s, 500.0m) -> TSO (0.0727s, 1415.6m)",0.1139,OK
46.0000,6,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0048s, 302.6m) -> TELCO (0.0421s, 500.0m) -> TSO (0.0850s, 1415.6m)",0.1319,OK
46.0000,7,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0075s, 202.0m) -> TELCO (0.0395s, 500.0m) -> TSO (0.0634s, 1415.6m)",0.1104,OK
46.0000,8,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0056s, 466.0m) -> TELCO (0.0390s, 707.1m) -> TSO (0.0727s, 1415.6m)",0.1173,OK
46.0000,9,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0063s, 471.3m) -> TELCO (0.0413s, 707.1m) -> TSO (0.0735s, 1415.6m)",0.1211,OK
46.0000,10,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0125s, 164.8m) -> TELCO (0.0363s, 500.0m) -> TSO (0.0781s, 1415.6m)",0.1268,OK
46.0000,21,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0000s, 469.1m) -> TELCO (0.0380s, 707.1m) -> TSO (0.0648s, 1415.6m)",0.1028,OK
46.0000,23,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0072s, 498.4m) -> TELCO (0.0358s, 707.1m) -> TSO (0.0645s, 1415.6m)",0.1074,OK
46.0000,26,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0075s, 202.0m) -> TELCO (0.0395s, 500.0m) -> TSO (0.0634s, 1415.6m)",0.1104,OK
46.0000,24,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0061s, 492.2m) -> TELCO (0.0351s, 500.0m) -> TSO (0.0727s, 1415.6m)",0.1139,OK
46.0000,19,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0024s, 140.8m) -> TELCO (0.0379s, 707.1m) -> TSO (0.0739s, 1415.6m)",0.1142,OK
46.0000,9,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0059s, 275.0m) -> TELCO (0.0394s, 707.1m) -> TSO (0.0694s, 1415.6m)",0.1147,OK
46.0000,4,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0119s, 483.4m) -> TELCO (0.0397s, 707.1m) -> TSO (0.0638s, 1415.6m)",0.1154,OK
46.0000,15,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0022s, 143.3m) -> TELCO (0.0349s, 707.1m) -> TSO (0.0786s, 1415.6m)",0.1158,OK
46.0000,27,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0056s, 466.0m) -> TELCO (0.0390s, 707.1m) -> TSO (0.0727s, 1415.6m)",0.1173,OK
46.0000,5,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0051s, 209.0m) -> TELCO (0.0384s, 707.1m) -> TSO (0.0739s, 1415.6m)",0.1173,OK
46.0000,8,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0089s, 468.4m) -> TELCO (0.0382s, 500.0m) -> TSO (0.0711s, 1415.6m)",0.1183,DEADLINE_MISSED
46.0000,20,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0101s, 229.3m) -> TELCO (0.0339s, 707.1m) -> TSO (0.0767s, 1415.6m)",0.1207,DEADLINE_MISSED
46.0000,28,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0063s, 471.3m) -> TELCO (0.0413s, 707.1m) -> TSO (0.0735s, 1415.6m)",0.1211,DEADLINE_MISSED
46.0000,14,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0134s, 155.0m) -> TELCO (0.0388s, 707.1m) -> TSO (0.0691s, 1415.6m)",0.1213,DEADLINE_MISSED
46.0000,6,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0047s, 242.7m) -> TELCO (0.0383s, 707.1m) -> TSO (0.0784s, 1415.6m)",0.1213,DEADLINE_MISSED
46.0000,10,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0064s, 246.7m) -> TELCO (0.0384s, 707.1m) -> TSO (0.0781s, 1415.6m)",0.1229,DEADLINE_MISSED
46.0000,12,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0141s, 407.4m) -> TELCO (0.0391s, 707.1m) -> TSO (0.0709s, 1415.6m)",0.1240,DEADLINE_MISSED
46.0000,13,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0201s, 564.2m) -> TELCO (0.0380s, 707.1m) -> TSO (0.0664s, 1415.6m)",0.1245,DEADLINE_MISSED
46.0000,11,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0170s, 541.6m) -> TELCO (0.0348s, 707.1m) -> TSO (0.0736s, 1415.6m)",0.1254,DEADLINE_MISSED
46.0000,17,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0058s, 295.0m) -> TELCO (0.0416s, 707.1m) -> TSO (0.0781s, 1415.6m)",0.1255,DEADLINE_MISSED
46.0000,29,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0125s, 164.8m) -> TELCO (0.0363s, 500.0m) -> TSO (0.0781s, 1415.6m)",0.1268,DEADLINE_MISSED
46.0000,2,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0119s, 506.0m) -> TELCO (0.0436s, 707.1m) -> TSO (0.0740s, 1415.6m)",0.1294,DEADLINE_MISSED
46.0000,1,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0229s, 202.9m) -> TELCO (0.0405s, 500.0m) -> TSO (0.0664s, 1415.6m)",0.1298,DEADLINE_MISSED
46.0000,25,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0048s, 302.6m) -> TELCO (0.0421s, 500.0m) -> TSO (0.0850s, 1415.6m)",0.1319,DEADLINE_MISSED
46.0000,0,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0154s, 165.6m) -> TELCO (0.0422s, 500.0m) -> TSO (0.0749s, 1415.6m)",0.1324,DEADLINE_MISSED
46.0000,22,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0058s, 527.8m) -> TELCO (0.0401s, 500.0m) -> TSO (0.0869s, 1415.6m)",0.1328,DEADLINE_MISSED
46.0000,7,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0117s, 200.4m) -> TELCO (0.0381s, 707.1m) -> TSO (0.0837s, 1415.6m)",0.1335,DEADLINE_MISSED
46.0000,16,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0134s, 156.7m) -> TELCO (0.0413s, 707.1m) -> TSO (0.0795s, 1415.6m)",0.1341,DEADLINE_MISSED
46.0000,3,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0171s, 240.8m) -> TELCO (0.0394s, 707.1m) -> TSO (0.0815s, 1415.6m)",0.1379,DEADLINE_MISSED
46.0000,18,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0144s, 499.3m) -> TELCO (0.0381s, 707.1m) -> TSO (0.0869s, 1415.6m)",0.1394,DEADLINE_MISSED
46.3333,11,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0018s, 165.6m) -> TELCO (0.0440s, 500.0m) -> TSO (0.0782s, 1415.6m)",0.1241,OK
46.3333,12,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0152s, 202.9m) -> TELCO (0.0382s, 500.0m) -> TSO (0.0690s, 1415.6m)",0.1223,OK
46.3333,13,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0115s, 506.0m) -> TELCO (0.0370s, 707.1m) -> TSO (0.0650s, 1415.6m)",0.1135,OK
46.3333,14,"(700.5,1633.2)",2.00,GNB_5,"PMU -> GNB_5 (0.0118s, 240.8m) -> TELCO (0.0382s, 707.1m) -> TSO (0.0736s, 1415.6m)",0.1236,OK
46.3333,15,"(1033.7,372.4)",2.00,GNB_2,"PMU -> GNB_2 (0.0029s, 483.4m) -> TELCO (0.0421s, 707.1m) -> TSO (0.0654s, 1415.6m)",0.1104,OK
46.3333,16,"(1700.2,440.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0011s, 209.0m) -> TELCO (0.0346s, 707.1m) -> TSO (0.0782s, 1415.6m)",0.1139,OK
46.3333,17,"(700.4,636.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0097s, 242.7m) -> TELCO (0.0391s, 707.1m) -> TSO (0.0733s, 1415.6m)",0.1221,OK
46.3333,18,"(1700.3,1504.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0066s, 200.4m) -> TELCO (0.0335s, 707.1m) -> TSO (0.0746s, 1415.6m)",0.1148,OK
46.3333,19,"(33.6,1043.7)",2.00,GNB_3,"PMU -> GNB_3 (0.0106s, 468.4m) -> TELCO (0.0403s, 500.0m) -> TSO (0.0777s, 1415.6m)",0.1286,OK
46.3333,0,"(700.2,311.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0088s, 275.0m) -> TELCO (0.0367s, 707.1m) -> TSO (0.0680s, 1415.6m)",0.1134,OK
46.3333,1,"(367.0,1707.8)",2.00,GNB_5,"PMU -> GNB_5 (0.0085s, 246.7m) -> TELCO (0.0362s, 707.1m) -> TSO (0.0759s, 1415.6m)",0.1206,OK
46.3333,2,"(33.6,1775.4)",2.00,GNB_5,"PMU -> GNB_5 (0.0128s, 541.6m) -> TELCO (0.0358s, 707.1m) -> TSO (0.0760s, 1415.6m)",0.1245,OK
46.3333,3,"(1366.8,114.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0150s, 407.4m) -> TELCO (0.0393s, 707.1m) -> TSO (0.0725s, 1415.6m)",0.1268,OK
46.3333,4,"(33.4,182.8)",2.00,GNB_1,"PMU -> GNB_1 (0.0065s, 564.2m) -> TELCO (0.0381s, 707.1m) -> TSO (0.0709s, 1415.6m)",0.1155,OK
46.3333,5,"(1366.9,1579.3)",2.00,GNB_6,"PMU -> GNB_6 (0.0056s, 155.0m) -> TELCO (0.0369s, 707.1m) -> TSO (0.0662s, 1415.6m)",0.1087,OK
46.3333,6,"(366.8,447.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0118s, 143.3m) -> TELCO (0.0344s, 707.1m) -> TSO (0.0653s, 1415.6m)",0.1115,OK
46.3333,7,"(367.6,1416.0)",2.00,GNB_5,"PMU -> GNB_5 (0.0065s, 156.7m) -> TELCO (0.0412s, 707.1m) -> TSO (0.0721s, 1415.6m)",0.1198,OK
46.3333,8,"(1700.8,283.9)",2.00,GNB_2,"PMU -> GNB_2 (0.0119s, 295.0m) -> TELCO (0.0374s, 707.1m) -> TSO (0.0837s, 1415.6m)",0.1329,OK
46.3333,9,"(1034.4,1680.2)",2.00,GNB_6,"PMU -> GNB_6 (0.0079s, 499.3m) -> TELCO (0.0390s, 707.1m) -> TSO (0.0921s, 1415.6m)",0.1390,OK
46.3333,10,"(1367.7,548.2)",2.00,GNB_2,"PMU -> GNB_2 (0.0078s, 140.8m) -> TELCO (0.0394s, 707.1m) -> TSO (0.0724s, 1415.6m)",0.1196,OK
46.3333,11,"(1367.5,1687.1)",2.00,GNB_6,"PMU -> GNB_6 (0.0189s, 229.3m) -> TELCO (0.0330s, 707.1m) -> TSO (0.0754s, 1415.6m)",0.1273,OK
46.3333,12,"(34.2,555.1)",2.00,GNB_1,"PMU -> GNB_1 (0.0093s, 469.1m) -> TELCO (0.0395s, 707.1m) -> TSO (0.0670s, 1415.6m)",0.1158,OK
46.3333,13,"(1034.2,751.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0186s, 527.8m) -> TELCO (0.0368s, 500.0m) -> TSO (0.0852s, 1415.6m)",0.1405,OK
46.3333,14,"(367.6,19.5)",2.00,GNB_1,"PMU -> GNB_1 (0.0073s, 498.4m) -> TELCO (0.0369s, 707.1m) -> TSO (0.0659s, 1415.6m)",0.1102,OK
46.3333,15,"(1034.1,1158.6)",2.00,GNB_4,"PMU -> GNB_4 (0.0102s, 492.2m) -> TELCO (0.0342s, 500.0m) -> TSO (0.0716s, 1415.6m)",0.1160,OK
46.3333,16,"(700.7,1226.4)",2.00,GNB_3,"PMU -> GNB_3 (0.0045s, 302.6m) -> TELCO (0.0414s, 500.0m) -> TSO (0.0726s, 1415.6m)",0.1185,OK
46.3333,17,"(1700.7,1023.0)",2.00,GNB_4,"PMU -> GNB_4 (0.0124s, 202.0m) -> TELCO (0.0358s, 500.0m) -> TSO (0.0736s, 1415.6m)",0.1217,OK
46.3333,18,"(1034.1,1490.8)",2.00,GNB_6,"PMU -> GNB_6 (0.0163s, 466.0m) -> TELCO (0.0357s, 707.1m) -> TSO (0.0815s, 1415.6m)",0.1335,OK
46.3333,19,"(33.9,1429.9)",2.00,GNB_5,"PMU -> GNB_5 (0.0066s, 471.3m) -> TELCO (0.0358s, 707.1m) -> TSO (0.0865s, 1415.6m)",0.1289,OK
46.3333,0,"(1367.3,1097.7)",2.00,GNB_4,"PMU -> GNB_4 (0.0066s, 164.8m) -> TELCO (0.0372s, 500.0m) -> TSO (0.0730s, 1415.6m)",0.1168,OK
46.6667,1,"(367.2,901.1)",2.00,GNB_3,"PMU -> GNB_3 (0.0039s, 165.6m) -> TELCO (0.0349s, 500.0m) -> TSO (0.0769s, 1415.6m)",0.1157,OK
46.6667,2,"(700.5,968.9)",2.00,GNB_3,"PMU -> GNB_3 (0.0144s, 202.9m) -> TELCO (0.0327s, 500.0m) -> TSO (0.0764s, 1415.6m)",0.1236,OK
46.6667,3,"(1700.5,1964.6)",2.00,GNB_6,"PMU -> GNB_6 (0.0115s, 506.0m) -> TELCO (0.0361s, 707.1m) -> TSO (0.0710s, 1415.6m)",0.1186,OK
