Time,TaskID,Window,Coverage,BatchType,InputDataKB,OutputDataKB,MaxLatency,ComputationMI,WaitTime,ExecTime,NetTime,TotalTime,Status,PDCWaitingTime,SuccessFlag
62.0077,77599,Window_62.000,12/30,TIMEOUT,24.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1268,S,0.0150,1
63.0077,78691,Window_63.000,5/30,TIMEOUT,10.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1221,S,0.0150,1
64.0077,79766,Window_64.000,10/30,TIMEOUT,20.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1246,S,0.0150,1
65.0077,80870,Window_65.000,12/30,TIMEOUT,24.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1272,S,0.0150,1
66.0077,81942,Window_66.000,7/30,TIMEOUT,14.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1204,S,0.0150,1
67.0077,83036,Window_67.000,11/30,TIMEOUT,22.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1251,S,0.0150,1
68.0077,84122,Window_68.000,6/30,TIMEOUT,12.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1139,S,0.0150,1
69.0077,85214,Window_69.000,8/30,TIMEOUT,16.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1219,S,0.0150,1
70.0077,86309,Window_70.000,10/30,TIMEOUT,20.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1234,S,0.0150,1
71.0077,87393,Window_71.000,12/30,TIMEOUT,24.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1245,S,0.0150,1
72.0077,88510,Window_72.000,15/30,TIMEOUT,30.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1248,S,0.0150,1
73.0077,89573,Window_73.000,13/30,TIMEOUT,26.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1249,S,0.0150,1
74.0077,90666,Window_74.000,7/30,TIMEOUT,14.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1202,S,0.0150,1
75.0077,91754,Window_75.000,3/30,TIMEOUT,6.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1213,S,0.0150,1
76.0077,92870,Window_76.000,9/30,TIMEOUT,18.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1243,S,0.0150,1
77.0077,93943,Window_77.000,10/30,TIMEOUT,20.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1263,S,0.0150,1
78.0077,95024,Window_78.000,14/30,TIMEOUT,28.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1279,S,0.0150,1
79.0077,96121,Window_79.000,9/30,TIMEOUT,18.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1196,S,0.0150,1
80.0077,97220,Window_80.000,12/30,TIMEOUT,24.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1270,S,0.0150,1
81.0077,98301,Window_81.000,11/30,TIMEOUT,22.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1263,S,0.0150,1
82.0077,99382,Window_82.000,8/30,TIMEOUT,16.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1255,S,0.0150,1
83.0077,100485,Window_83.000,7/30,TIMEOUT,14.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1201,S,0.0150,1
84.0077,101583,Window_84.000,10/30,TIMEOUT,20.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1267,S,0.0150,1
85.0077,102674,Window_85.000,10/30,TIMEOUT,20.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1270,S,0.0150,1
86.0077,103756,Window_86.000,15/30,TIMEOUT,30.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1304,S,0.0150,1
87.0077,104854,Window_87.000,13/30,TIMEOUT,26.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1273,S,0.0150,1
88.0077,105933,Window_88.000,12/30,TIMEOUT,24.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1246,S,0.0150,1
89.0077,107011,Window_89.000,16/30,TIMEOUT,32.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1312,S,0.0150,1
90.0077,108120,Window_90.000,13/30,TIMEOUT,26.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1290,S,0.0150,1
91.0077,109215,Window_91.000,19/30,TIMEOUT,38.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1318,S,0.0150,1
92.0077,110295,Window_92.000,1/30,TIMEOUT,2.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1159,S,0.0150,1
93.0077,111392,Window_93.000,15/30,TIMEOUT,30.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1277,S,0.0150,1
94.0077,112485,Window_94.000,10/30,TIMEOUT,20.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1253,S,0.0150,1
95.0077,113561,Window_95.000,13/30,TIMEOUT,26.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1284,S,0.0150,1
96.0077,114664,Window_96.000,11/30,TIMEOUT,22.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1248,S,0.0150,1
97.0077,115736,Window_97.000,15/30,TIMEOUT,30.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1290,S,0.0150,1
98.0077,116840,Window_98.000,1/30,TIMEOUT,2.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1075,S,0.0150,1
99.0077,117925,Window_99.000,9/30,TIMEOUT,18.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1230,S,0.0150,1
100.0077,119021,Window_100.000,3/30,TIMEOUT,6.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1164,S,0.0150,1
101.0077,120111,Window_101.000,12/30,TIMEOUT,24.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1278,S,0.0150,1
102.0077,121182,Window_102.000,8/30,TIMEOUT,16.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1251,S,0.0150,1
103.0077,122274,Window_103.000,15/30,TIMEOUT,30.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1317,S,0.0150,1
104.0077,123372,Window_104.000,7/30,TIMEOUT,14.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1228,S,0.0150,1
105.0077,124479,Window_105.000,20/30,TIMEOUT,40.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1323,S,0.0150,1
106.0077,125561,Window_106.000,1/30,TIMEOUT,2.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1125,S,0.0150,1
107.0077,126635,Window_107.000,12/30,TIMEOUT,24.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1250,S,0.0150,1
108.0077,127728,Window_108.000,18/30,TIMEOUT,36.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1284,S,0.0150,1
109.0077,128825,Window_109.000,15/30,TIMEOUT,30.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1281,S,0.0150,1
110.0077,129910,Window_110.000,10/30,TIMEOUT,20.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1214,S,0.0150,1
111.0077,130993,Window_111.000,4/30,TIMEOUT,8.00,50.00,2.00,1000,0.0000,0.0067,0.0000,0.1349,S,0.0150,1
