Orchestration architecture,Orchestration algorithm,Edge devices count,Total tasks execution delay (s),Average execution delay (s),Total tasks waiting time (s),Average waiting time (s),Number of generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average CPU usage (%),Average CPU usage (Cloud) (%),Average CPU usage (Edge) (%),Average CPU usage (Mist) (%),Energy consumption of computing nodes (Wh),Average energy consumption (Wh/Computing node),Cloud energy consumption (Wh),Average Cloud energy consumption (Wh/Data center),Edge energy consumption (Wh),Average Edge energy consumption (Wh/Data center),Mist energy consumption (Wh),Average Mist energy consumption (Wh/Device),WAN energy consumption (Wh), MAN energy consumption (Wh), LAN energy consumption (Wh),WiFi energy consumption (Wh), LTE energy consumption (Wh), Ethernet energy consumption (Wh),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s),Cloud static consumption (Wh),Cloud dynamic consumption (Wh),Edge static consumption (Wh),Edge dynamic consumption (Wh),Mist static consumption (Wh),Mist dynamic consumption (Wh)
ALL,UPF_TELCO_ORCHESTRATOR,30,8.3875,0.0125,0,0,108000,671,108000,0,0,0,0,0,0,671,671,0,0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0046,0,0.025,0,239.338,6.2984,166.6667,166.6667,20.6713,2.953,52,1.7333,0,0,0,0,0,0,0,0,0,-1.0,[],[],166.6667,-0,20.6667,0.0047,52,0
